"","dur"
"4830",235
"4831",191
"4832",197
"4833",209
"4834",209
"4835",192
"4836",203
"4837",209
"4838",188
"4839",212
"4840",213
"4841",201
"4842",233
"4843",213
"4844",201
"4845",198
"4846",191
"4847",193
"4848",184
"4849",213
"4850",195
"4851",203
"4852",211
"4853",198
"4854",209
"4855",198
"4856",175
"4857",223
"4858",195
"4859",197
"4860",222
"4861",176
"4862",206
"4863",199
"4864",188
"4865",199
"4866",212
"4867",212
"4868",164
"4869",190
"4870",191
"4871",177
"4872",206
"4873",196
"4874",179
"4875",185
"4876",195
"4877",199
"4878",206
"4879",223
"4880",234
"4881",220
"4882",197
"4883",212
"4884",195
"4885",211
"4886",212
"4887",186
"4888",235
"4889",207
"4890",184
"4891",225
"4892",223
"4893",204
"4894",203
"4895",209
"4896",186
"4897",209
"4898",194
"4899",233
"4900",218
"4901",183
"4902",204
"4903",184
"4904",213
"4905",214
"4906",209
"4907",221
"4908",217
"4909",182
"4910",193
"4911",198
"4912",175
"4913",190
"4914",195
"4915",180
"4916",200
"4917",196
"4918",199
"4919",204
"4920",206
"4921",213
"4922",188
"4923",187
"4924",211
"4925",193
"4926",201
"4927",183
"4928",210
"4929",199
"4930",182
"4931",188
"4932",198
"4933",214
"4934",195
"4935",195
"4936",204
"4937",214
"4938",187
"4939",221
"4940",185
"4941",203
"4942",170
"4943",209
"4944",186
"4945",201
"4946",212
"4947",203
"4948",181
"4949",198
"4950",183
"4951",184
"4952",188
"4953",205
"4954",198
"4955",190
"4956",169
"4957",196
"4958",196
"4959",191
"4960",177
"4961",208
"4962",191
"4963",178
"4964",223
"4965",177
"4966",199
"4967",212
"4968",184
"4969",200
"4970",178
"4971",191
"4972",232
"4973",224
"4974",210
"4975",200
"4976",190
"4977",195
"4978",197
"4979",186
"4980",195
"4981",213
"4982",203
"4983",184
"4984",213
"4985",226
"4986",170
"4987",215
"4988",214
"4989",175
"4990",209
"4991",216
"4992",200
"4993",202
"4994",191
"4995",199
"4996",194
"4997",227
"4998",212
"4999",197
"5000",210
"5001",197
"5002",207
"5003",194
"5004",224
"5005",209
"5006",189
"5007",212
"5008",227
"5009",232
"5010",207
"5011",200
"5012",193
"5013",221
"5014",178
"5015",207
"5016",193
"5017",208
"5018",198
"5019",204
"5020",186
"5021",204
"5022",219
"5023",175
"5024",220
"5025",228
"5026",204
"5027",167
"5028",218
"5029",224
"5030",193
"5031",188
"5032",218
"5033",173
"5034",195
"5035",201
"5036",195
"5037",210
"5038",179
"5039",185
"5040",211
"5041",209
"5042",196
"5043",205
"5044",194
"5045",192
"5046",189
"5047",183
"5048",179
"5049",207
"5050",182
"5051",196
"5052",213
"5053",185
"5054",227
"5055",192
"5056",201
"5057",203
"5058",173
"5059",184
"5060",205
"5061",225
"5062",194
"5063",237
"5064",200
"5065",193
"5066",202
"5067",192
"5068",193
"5069",170
"5070",160
"5071",193
"5072",205
"5073",189
"5074",200
"5075",199
"5076",182
"5077",175
"5078",194
"5079",213
"5080",176
"5081",230
"5082",197
"5083",180
"5084",187
"5085",205
"5086",214
"5087",209
"5088",208
"5089",230
"5090",188
"5091",207
"5092",199
"5093",198
"5094",221
"5095",188
"5096",188
"5097",198
"5098",201
"5099",217
"5100",184
"5101",184
"5102",213
"5103",198
"5104",224
"5105",203
"5106",191
"5107",174
"5108",182
"5109",177
"5110",195
"5111",196
"5112",215
"5113",182
"5114",207
"5115",191
"5116",200
"5117",208
"5118",195
"5119",221
"5120",193
"5121",221
"5122",208
"5123",196
"5124",222
"5125",187
"5126",212
"5127",219
"5128",199
"5129",208
"5130",186
"5131",218
"5132",206
"5133",209
"5134",194
"5135",198
"5136",210
"5137",189
"5138",214
"5139",204
"5140",224
"5141",208
"5142",227
"5143",179
"5144",214
"5145",201
"5146",184
"5147",204
"5148",219
"5149",181
"5150",180
"5151",230
"5152",188
"5153",209
"5154",178
"5155",189
"5156",205
"5157",187
"5158",197
"5159",200
"5160",188
"5161",219
"5162",179
"5163",211
"5164",168
"5165",171
"5166",219
"5167",183
"5168",203
"5169",186
"5170",207
"5171",203
"5172",202
"5173",189
"5174",204
"5175",206
"5176",196
"5177",179
"5178",201
"5179",178
"5180",192
"5181",184
"5182",202
"5183",185
"5184",194
"5185",219
"5186",200
"5187",196
"5188",181
"5189",204
"5190",195
"5191",188
"5192",203
"5193",196
"5194",221
"5195",195
"5196",212
"5197",187
"5198",202
"5199",184
"5200",211
"5201",206
"5202",198
"5203",187
"5204",193
"5205",208
"5206",198
"5207",177
"5208",192
"5209",208
"5210",192
"5211",205
"5212",191
"5213",195
"5214",208
"5215",219
"5216",213
"5217",184
"5218",190
"5219",157
"5220",186
"5221",232
"5222",205
"5223",188
"5224",170
"5225",193
"5226",187
"5227",195
"5228",215
"5229",214
"5230",188
"5231",190
"5232",202
"5233",221
"5234",186
"5235",208
"5236",202
"5237",196
"5238",193
"5239",194
"5240",211
"5241",216
"5242",168
"5243",210
"5244",198
"5245",186
"5246",197
"5247",173
"5248",202
"5249",221
"5250",211
"5251",190
"5252",177
"5253",211
"5254",189
"5255",211
"5256",188
"5257",210
"5258",194
"5259",218
"5260",235
"5261",176
"5262",203
"5263",188
"5264",191
"5265",215
"5266",170
"5267",203
"5268",187
"5269",173
"5270",193
"5271",196
"5272",194
"5273",194
"5274",188
"5275",206
"5276",189
"5277",196
"5278",242
"5279",186
"5280",204
"5281",203
"5282",208
"5283",217
"5284",200
"5285",201
"5286",194
"5287",220
"5288",234
"5289",216
"5290",204
"5291",194
"5292",198
"5293",194
"5294",190
"5295",212
"5296",206
"5297",217
"5298",156
"5299",187
"5300",209
"5301",204
"5302",212
"5303",203
"5304",198
"5305",182
"5306",204
"5307",201
"5308",217
"5309",191
"5310",206
"5311",193
"5312",195
"5313",198
"5314",190
"5315",216
"5316",196
"5317",182
"5318",191
"5319",227
"5320",160
"5321",212
"5322",195
"5323",192
"5324",193
"5325",194
"5326",209
"5327",197
"5328",181
"5329",203
"5330",198
"5331",201
"5332",179
"5333",187
"5334",194
"5335",208
"5336",210
"5337",198
"5338",174
"5339",210
"5340",221
"5341",202
"5342",191
"5343",230
"5344",193
"5345",191
"5346",187
"5347",210
"5348",183
"5349",188
"5350",201
"5351",201
"5352",193
"5353",203
"5354",216
"5355",185
"5356",171
"5357",226
"5358",200
"5359",197
"5360",201
"5361",207
"5362",200
"5363",208
"5364",196
"5365",215
"5366",201
"5367",174
"5368",177
"5369",209
"5370",194
"5371",215
"5372",210
"5373",195
"5374",206
"5375",194
"5376",210
"5377",196
"5378",198
"5379",197
"5380",199
"5381",210
"5382",207
"5383",206
"5384",177
"5385",207
"5386",188
"5387",191
"5388",199
"5389",207
"5390",197
"5391",200
"5392",230
"5393",217
"5394",195
"5395",183
"5396",193
"5397",199
"5398",200
"5399",190
"5400",204
"5401",188
"5402",190
"5403",182
"5404",201
"5405",229
"5406",229
"5407",203
"5408",193
"5409",208
"5410",223
"5411",200
"5412",227
"5413",189
"5414",204
"5415",200
"5416",222
"5417",203
"5418",228
"5419",196
"5420",216
"5421",192
"5422",199
"5423",188
"5424",214
"5425",188
"5426",208
"5427",210
"5428",213
"5429",182
"5430",223
"5431",208
"5432",204
"5433",204
"5434",185
"5435",220
"5436",184
"5437",206
"5438",189
"5439",199
"5440",202
"5441",185
"5442",201
"5443",221
"5444",192
"5445",197
"5446",186
"5447",189
"5448",200
"5449",191
"5450",222
"5451",173
"5452",199
"5453",197
"5454",199
"5455",214
"5456",201
"5457",211
"5458",209
"5459",198
"5460",186
"5461",231
"5462",200
"5463",215
"5464",212
"5465",205
"5466",188
"5467",212
"5468",196
"5469",208
"5470",185
"5471",214
"5472",201
"5473",193
"5474",197
"5475",198
"5476",185
"5477",201
"5478",222
"5479",189
"5480",202
"5481",184
"5482",183
"5483",225
"5484",198
"5485",202
"5486",174
"5487",210
"5488",187
"5489",212
"5490",205
"5491",173
"5492",196
"5493",195
"5494",218
"5495",204
"5496",198
"5497",174
"5498",195
"5499",208
"5500",185
"5501",185
"5502",195
"5503",202
"5504",207
"5505",196
"5506",204
"5507",231
"5508",195
"5509",197
"5510",207
"5511",201
"5512",225
"5513",205
"5514",192
"5515",193
"5516",190
"5517",203
"5518",184
"5519",186
"5520",217
"5521",186
"5522",204
"5523",233
"5524",205
"5525",193
"5526",214
"5527",200
"5528",212
"5529",202
"5530",194
"5531",185
"5532",220
"5533",225
"5534",224
"5535",205
"5536",193
"5537",214
"5538",203
"5539",205
"5540",198
"5541",218
"5542",200
"5543",196
"5544",203
"5545",203
"5546",206
"5547",185
"5548",202
"5549",214
"5550",207
"5551",199
"5552",232
"5553",199
"5554",193
"5555",178
"5556",203
"5557",238
"5558",186
"5559",211
"5560",195
"5561",196
"5562",186
"5563",194
"5564",200
"5565",221
"5566",212
"5567",219
"5568",222
"5569",190
"5570",207
"5571",215
"5572",201
"5573",218
"5574",196
"5575",182
"5576",199
"5577",200
"5578",218
"5579",206
"5580",225
"5581",208
"5582",218
"5583",217
"5584",199
"5585",201
"5586",209
"5587",177
"5588",196
"5589",206
"5590",164
"5591",188
"5592",193
"5593",219
"5594",189
"5595",196
"5596",204
"5597",187
"5598",157
"5599",199
"5600",223
"5601",194
"5602",193
"5603",215
"5604",185
"5605",189
"5606",201
"5607",192
"5608",194
"5609",192
"5610",206
"5611",202
"5612",194
"5613",195
"5614",210
"5615",204
"5616",195
"5617",198
"5618",206
"5619",204
"5620",193
"5621",176
"5622",205
"5623",197
"5624",182
"5625",187
"5626",235
"5627",183
"5628",224
"5629",208
"5630",203
"5631",195
"5632",178
"5633",191
"5634",190
"5635",220
"5636",226
"5637",185
"5638",186
"5639",208
"5640",206
"5641",206
"5642",215
"5643",188
"5644",202
"5645",221
"5646",198
"5647",208
"5648",210
"5649",199
"5650",192
"5651",192
"5652",209
"5653",202
"5654",208
"5655",179
"5656",194
"5657",197
"5658",177
"5659",189
"5660",220
"5661",208
"5662",186
"5663",236
"5664",216
"5665",194
"5666",191
"5667",189
"5668",213
"5669",186
"5670",214
"5671",200
"5672",187
"5673",207
"5674",216
"5675",196
"5676",180
"5677",180
"5678",191
"5679",197
"5680",200
"5681",230
"5682",213
"5683",196
"5684",197
"5685",208
"5686",221
"5687",177
"5688",218
"5689",204
"5690",177
"5691",214
"5692",196
"5693",200
"5694",205
"5695",219
"5696",223
"5697",212
"5698",183
"5699",233
"5700",173
"5701",168
"5702",208
"5703",224
"5704",192
"5705",186
"5706",209
"5707",220
"5708",213
"5709",174
"5710",215
"5711",203
"5712",214
"5713",209
"5714",218
"5715",201
"5716",171
"5717",169
"5718",197
"5719",221
"5720",220
"5721",195
"5722",214
"5723",195
"5724",206
"5725",197
"5726",190
"5727",192
"5728",194
"5729",186
"5730",212
"5731",190
"5732",193
"5733",198
"5734",188
"5735",187
"5736",184
"5737",198
"5738",182
"5739",195
"5740",188
"5741",219
"5742",213
"5743",227
"5744",186
"5745",173
"5746",208
"5747",191
"5748",189
"5749",190
"5750",198
"5751",207
"5752",191
"5753",202
"5754",208
"5755",173
"5756",197
"5757",204
"5758",198
"5759",217
"5760",191
"5761",209
"5762",193
"5763",193
"5764",205
"5765",201
"5766",213
"5767",191
"5768",190
"5769",219
"5770",197
"5771",191
"5772",209
"5773",192
"5774",192
"5775",203
"5776",195
"5777",205
"5778",200
"5779",181
"5780",202
"5781",223
"5782",202
"5783",227
"5784",199
"5785",199
"5786",198
"5787",212
"5788",169
"5789",195
"5790",198
"5791",193
"5792",204
"5793",208
"5794",188
"5795",204
"5796",220
"5797",207
"5798",205
"5799",192
"5800",187
"5801",202
"5802",192
"5803",184
"5804",213
"5805",211
"5806",196
"5807",203
"5808",214
"5809",171
"5810",219
"5811",202
"5812",231
"5813",194
"5814",231
"5815",229
"5816",217
"5817",216
"5818",214
"5819",176
"5820",193
"5821",174
"5822",204
"5823",184
"5824",218
"5825",210
"5826",197
"5827",190
"5828",203
"5829",182
"5830",210
"5831",194
"5832",186
"5833",202
"5834",185
"5835",192
"5836",203
"5837",202
"5838",211
"5839",179
"5840",227
"5841",213
"5842",208
"5843",217
"5844",193
"5845",173
"5846",204
"5847",193
"5848",195
"5849",198
"5850",219
"5851",211
"5852",190
"5853",185
"5854",193
"5855",219
"5856",209
"5857",221
"5858",199
"5859",190
"5860",190
"5861",224
"5862",213
"5863",198
"5864",181
"5865",181
"5866",183
"5867",204
"5868",194
"5869",220
"5870",189
"5871",225
"5872",217
"5873",211
"5874",181
"5875",190
"5876",208
"5877",192
"5878",185
"5879",224
"5880",182
"5881",212
"5882",188
"5883",177
"5884",199
"5885",189
"5886",192
"5887",211
"5888",199
"5889",194
"5890",190
"5891",200
"5892",207
"5893",194
"5894",228
"5895",207
"5896",198
"5897",214
"5898",187
"5899",183
"5900",212
"5901",214
"5902",201
"5903",203
"5904",188
"5905",210
"5906",182
"5907",191
"5908",206
"5909",227
"5910",208
"5911",206
"5912",195
"5913",203
"5914",207
"5915",216
"5916",220
"5917",214
"5918",194
"5919",209
"5920",212
"5921",193
"5922",215
"5923",198
"5924",239
"5925",225
"5926",184
"5927",210
"5928",199
"5929",217
"5930",201
"5931",198
"5932",205
"5933",228
"5934",208
"5935",229
"5936",170
"5937",229
"5938",205
"5939",197
"5940",210
"5941",218
"5942",212
"5943",198
"5944",189
"5945",187
"5946",189
"5947",210
"5948",201
"5949",205
"5950",189
"5951",188
"5952",204
"5953",210
"5954",205
"5955",185
"5956",214
"5957",177
"5958",206
"5959",192
"5960",222
"5961",194
"5962",203
"5963",191
"5964",210
"5965",192
"5966",207
"5967",190
"5968",216
"5969",186
"5970",200
"5971",202
"5972",229
"5973",200
"5974",202
"5975",195
"5976",204
"5977",191
"5978",193
"5979",208
"5980",192
"5981",210
"5982",189
"5983",197
"5984",215
"5985",196
"5986",184
"5987",210
"5988",204
"5989",212
"5990",209
"5991",212
"5992",206
"5993",212
"5994",212
"5995",198
"5996",216
"5997",224
"5998",188
"5999",211
"6000",210
"6001",187
"6002",213
"6003",191
"6004",203
"6005",214
"6006",217
"6007",199
"6008",206
"6009",196
"6010",219
"6011",214
"6012",211
"6013",180
"6014",183
"6015",199
"6016",207
"6017",228
"6018",190
"6019",191
"6020",176
"6021",195
"6022",202
"6023",196
"6024",196
"6025",225
"6026",182
"6027",216
"6028",176
"6029",206
"6030",198
"6031",196
"6032",215
"6033",198
"6034",189
"6035",175
"6036",202
"6037",215
"6038",177
"6039",206
"6040",206
"6041",204
"6042",201
"6043",193
"6044",188
"6045",200
"6046",195
"6047",191
"6048",217
"6049",193
"6050",194
"6051",177
"6052",197
"6053",200
"6054",188
"6055",188
"6056",203
"6057",202
"6058",220
"6059",189
"6060",184
"6061",174
"6062",213
"6063",204
"6064",190
"6065",204
"6066",202
"6067",198
"6068",202
"6069",179
"6070",202
"6071",199
"6072",201
"6073",197
"6074",196
"6075",200
"6076",194
"6077",224
"6078",211
"6079",200
"6080",200
"6081",206
"6082",192
"6083",194
"6084",180
"6085",205
"6086",195
"6087",187
"6088",247
"6089",180
"6090",211
"6091",190
"6092",201
"6093",207
"6094",212
"6095",206
"6096",201
"6097",200
"6098",190
"6099",198
"6100",186
"6101",171
"6102",175
"6103",202
"6104",199
"6105",190
"6106",197
"6107",221
"6108",200
"6109",197
"6110",196
"6111",197
"6112",195
"6113",221
"6114",196
"6115",185
"6116",199
"6117",203
"6118",197
"6119",206
"6120",201
"6121",199
"6122",204
"6123",191
"6124",211
"6125",196
"6126",221
"6127",186
"6128",194
"6129",197
"6130",185
"6131",210
"6132",205
"6133",205
"6134",210
"6135",206
"6136",211
"6137",214
"6138",220
"6139",189
"6140",183
"6141",209
"6142",200
"6143",202
"6144",195
"6145",197
"6146",219
"6147",199
"6148",185
"6149",199
"6150",173
"6151",199
"6152",185
"6153",188
"6154",173
"6155",209
"6156",208
"6157",199
"6158",207
"6159",186
"6160",197
"6161",196
"6162",204
"6163",206
"6164",192
"6165",169
"6166",187
"6167",199
"6168",185
"6169",214
"6170",191
"6171",206
"6172",176
"6173",223
"6174",175
"6175",206
"6176",204
"6177",186
"6178",178
"6179",192
"6180",193
"6181",216
"6182",204
"6183",214
"6184",214
"6185",217
"6186",196
"6187",206
"6188",196
"6189",179
"6190",212
"6191",193
"6192",200
"6193",217
"6194",227
"6195",199
"6196",198
"6197",200
"6198",204
"6199",215
"6200",192
"6201",182
"6202",200
"6203",185
"6204",176
"6205",204
"6206",189
"6207",220
"6208",208
"6209",195
"6210",188
"6211",183
"6212",180
"6213",211
"6214",219
"6215",205
"6216",208
"6217",185
"6218",193
"6219",201
"6220",180
"6221",203
"6222",221
"6223",202
"6224",175
"6225",195
"6226",191
"6227",204
"6228",204
"6229",222
"6230",194
"6231",223
"6232",170
"6233",181
"6234",204
"6235",189
"6236",197
"6237",214
"6238",202
"6239",214
"6240",204
"6241",187
"6242",194
"6243",198
"6244",213
"6245",192
"6246",210
"6247",184
"6248",216
"6249",197
"6250",175
"6251",183
"6252",210
"6253",177
"6254",204
"6255",195
"6256",208
"6257",191
"6258",208
"6259",184
"6260",192
"6261",196
"6262",185
"6263",191
"6264",209
"6265",215
"6266",202
"6267",194
"6268",209
"6269",203
"6270",189
"6271",230
"6272",204
"6273",193
"6274",184
"6275",196
"6276",230
"6277",199
"6278",193
"6279",201
"6280",209
"6281",205
"6282",220
"6283",223
"6284",196
"6285",202
"6286",191
"6287",216
"6288",193
"6289",182
"6290",189
"6291",199
"6292",210
"6293",198
"6294",217
"6295",205
"6296",203
"6297",197
"6298",185
"6299",184
"6300",176
"6301",188
"6302",197
"6303",194
"6304",176
"6305",176
"6306",207
"6307",214
"6308",189
"6309",205
"6310",207
"6311",224
"6312",188
"6313",218
"6314",201
"6315",193
"6316",200
"6317",201
"6318",202
"6319",218
"6320",217
"6321",157
"6322",203
"6323",197
"6324",201
"6325",227
"6326",197
"6327",238
"6328",204
"6329",206
"6330",198
"6331",195
"6332",214
"6333",210
"6334",203
"6335",175
"6336",202
"6337",216
"6338",199
"6339",207
"6340",211
"6341",211
"6342",190
"6343",218
"6344",180
"6345",191
"6346",187
"6347",215
"6348",228
"6349",192
"6350",193
"6351",184
"6352",213
"6353",190
"6354",199
"6355",202
"6356",206
"6357",193
"6358",215
"6359",192
"6360",218
"6361",196
"6362",201
"6363",213
"6364",219
"6365",215
"6366",188
"6367",184
"6368",194
"6369",204
"6370",208
"6371",231
"6372",211
"6373",225
"6374",222
"6375",205
"6376",191
"6377",186
"6378",168
"6379",214
"6380",187
"6381",192
"6382",213
"6383",222
"6384",212
"6385",197
"6386",203
"6387",208
"6388",204
"6389",190
"6390",200
"6391",197
"6392",195
"6393",187
"6394",212
"6395",208
"6396",208
"6397",222
"6398",169
"6399",199
"6400",191
"6401",201
"6402",191
"6403",209
"6404",207
"6405",208
"6406",211
"6407",194
"6408",236
"6409",203
"6410",211
"6411",197
"6412",193
"6413",188
"6414",197
"6415",197
"6416",200
"6417",208
"6418",188
"6419",220
"6420",211
"6421",195
"6422",191
"6423",194
"6424",190
"6425",199
"6426",189
"6427",207
"6428",177
"6429",206
"6430",195
"6431",201
"6432",208
"6433",225
"6434",210
"6435",205
"6436",190
"6437",215
"6438",199
"6439",176
"6440",190
"6441",199
"6442",198
"6443",212
"6444",195
"6445",203
"6446",175
"6447",184
"6448",189
"6449",195
"6450",193
"6451",203
"6452",192
"6453",181
"6454",190
"6455",207
"6456",214
"6457",200
"6458",204
"6459",206
"6460",208
"6461",195
"6462",235
"6463",214
"6464",188
"6465",235
"6466",197
"6467",192
"6468",190
"6469",194
"6470",190
"6471",217
"6472",162
"6473",190
"6474",186
"6475",207
"6476",190
"6477",204
"6478",210
"6479",168
"6480",201
"6481",174
"6482",225
"6483",184
"6484",215
"6485",210
"6486",183
"6487",192
"6488",235
"6489",190
"6490",192
"6491",198
"6492",182
"6493",198
"6494",202
"6495",190
"6496",227
"6497",218
"6498",201
"6499",180
"6500",187
"6501",198
"6502",195
"6503",200
"6504",190
"6505",224
"6506",202
"6507",196
"6508",194
"6509",186
"6510",199
"6511",184
"6512",187
"6513",204
"6514",206
"6515",189
"6516",207
"6517",189
"6518",179
"6519",198
"6520",217
"6521",214
"6522",226
"6523",198
"6524",216
"6525",218
"6526",204
"6527",213
"6528",188
"6529",215
"6530",211
"6531",184
"6532",200
"6533",214
"6534",207
"6535",203
"6536",223
"6537",209
"6538",195
"6539",196
"6540",205
"6541",196
"6542",190
"6543",205
"6544",177
"6545",212
"6546",211
"6547",162
"6548",182
"6549",216
"6550",203
"6551",183
"6552",185
"6553",206
"6554",195
"6555",199
"6556",210
"6557",181
"6558",180
"6559",186
"6560",190
"6561",192
"6562",222
"6563",188
"6564",181
"6565",205
"6566",212
"6567",200
"6568",207
"6569",209
"6570",203
"6571",212
"6572",208
"6573",214
"6574",193
"6575",177
"6576",213
"6577",205
"6578",201
"6579",203
"6580",182
"6581",207
"6582",189
"6583",198
"6584",201
"6585",225
"6586",221
"6587",197
"6588",212
"6589",206
"6590",218
"6591",191
"6592",232
"6593",192
"6594",198
"6595",209
"6596",204
"6597",205
"6598",215
"6599",201
"6600",206
"6601",194
"6602",211
"6603",193
"6604",208
"6605",229
"6606",211
"6607",183
"6608",193
"6609",199
"6610",188
"6611",193
"6612",233
"6613",179
"6614",222
"6615",206
"6616",176
"6617",213
"6618",197
"6619",183
"6620",201
"6621",215
"6622",223
"6623",196
"6624",182
"6625",172
"6626",193
"6627",174
"6628",196
"6629",186
"6630",188
"6631",190
"6632",196
"6633",173
"6634",216
"6635",218
"6636",223
"6637",187
"6638",218
"6639",216
"6640",196
"6641",208
"6642",186
"6643",191
"6644",225
"6645",163
"6646",214
"6647",188
"6648",216
"6649",176
"6650",194
"6651",167
"6652",205
"6653",226
"6654",184
"6655",209
"6656",179
"6657",217
"6658",189
"6659",219
"6660",205
"6661",218
"6662",200
"6663",234
"6664",186
"6665",176
"6666",196
"6667",185
"6668",221
"6669",204
"6670",192
"6671",207
"6672",212
"6673",220
"6674",184
"6675",210
"6676",214
"6677",189
"6678",188
"6679",189
"6680",222
"6681",222
"6682",182
"6683",211
"6684",192
"6685",189
"6686",208
"6687",200
"6688",201
"6689",187
"6690",203
"6691",189
"6692",219
"6693",212
"6694",203
"6695",211
"6696",198
"6697",209
"6698",216
"6699",176
"6700",211
"6701",194
"6702",210
"6703",197
"6704",199
"6705",181
"6706",202
"6707",192
"6708",236
"6709",203
"6710",201
"6711",220
"6712",202
"6713",181
"6714",191
"6715",202
"6716",208
"6717",228
"6718",198
"6719",177
"6720",244
"6721",190
"6722",201
"6723",195
"6724",199
"6725",205
"6726",218
"6727",195
"6728",200
"6729",216
"6730",209
"6731",204
"6732",213
"6733",198
"6734",190
"6735",193
"6736",198
"6737",189
"6738",194
"6739",180
"6740",195
"6741",197
"6742",194
"6743",209
"6744",191
"6745",220
"6746",226
"6747",205
"6748",192
"6749",212
"6750",229
"6751",196
"6752",209
"6753",180
"6754",221
"6755",188
"6756",201
"6757",190
"6758",177
"6759",198
"6760",218
"6761",190
"6762",212
"6763",221
"6764",207
"6765",178
"6766",194
"6767",193
"6768",200
"6769",220
"6770",216
"6771",222
"6772",199
"6773",202
"6774",199
"6775",190
"6776",189
"6777",188
"6778",200
"6779",177
"6780",201
"6781",189
"6782",208
"6783",179
"6784",215
"6785",185
"6786",208
"6787",209
"6788",169
"6789",165
"6790",211
"6791",216
"6792",228
"6793",234
"6794",185
"6795",206
"6796",169
"6797",205
"6798",186
"6799",202
"6800",216
"6801",209
"6802",209
"6803",209
"6804",178
"6805",226
"6806",205
"6807",186
"6808",193
"6809",202
"6810",210
"6811",198
"6812",211
"6813",187
"6814",212
"6815",199
"6816",178
"6817",213
"6818",155
"6819",190
"6820",194
"6821",194
"6822",192
"6823",212
"6824",211
"6825",197
"6826",211
"6827",188
"6828",193
"6829",169
"6830",197
"6831",221
"6832",181
"6833",191
"6834",214
"6835",170
"6836",211
"6837",205
"6838",207
"6839",201
"6840",212
"6841",203
"6842",192
"6843",211
"6844",201
"6845",189
"6846",207
"6847",204
"6848",184
"6849",188
"6850",205
"6851",208
"6852",184
"6853",191
"6854",200
"6855",193
"6856",209
"6857",204
"6858",206
"6859",173
"6860",181
"6861",208
"6862",214
"6863",209
"6864",226
"6865",218
"6866",203
"6867",205
"6868",174
"6869",208
"6870",221
"6871",211
"6872",199
"6873",190
"6874",213
"6875",222
"6876",199
"6877",196
"6878",203
"6879",203
"6880",194
"6881",198
"6882",208
"6883",203
"6884",200
"6885",204
"6886",214
"6887",175
"6888",188
"6889",198
"6890",205
"6891",233
"6892",201
"6893",193
"6894",217
"6895",208
"6896",195
"6897",194
"6898",211
"6899",202
"6900",207
"6901",179
"6902",198
"6903",204
"6904",225
"6905",182
"6906",184
"6907",199
"6908",195
"6909",194
"6910",199
"6911",186
"6912",200
"6913",203
"6914",218
"6915",191
"6916",202
"6917",183
"6918",194
"6919",207
"6920",193
"6921",209
"6922",177
"6923",228
"6924",229
"6925",176
"6926",192
"6927",203
"6928",183
"6929",197
"6930",205
"6931",176
"6932",200
"6933",235
"6934",219
"6935",178
"6936",172
"6937",196
"6938",188
"6939",189
"6940",192
"6941",198
"6942",202
"6943",189
"6944",177
"6945",210
"6946",212
"6947",192
"6948",224
"6949",203
"6950",198
"6951",201
"6952",195
"6953",180
"6954",202
"6955",206
"6956",219
"6957",212
"6958",185
"6959",199
"6960",196
"6961",185
"6962",214
"6963",200
"6964",208
"6965",184
"6966",197
"6967",192
"6968",179
"6969",230
"6970",187
"6971",180
"6972",205
"6973",187
"6974",190
"6975",212
"6976",178
"6977",188
"6978",202
"6979",203
"6980",179
"6981",193
"6982",186
"6983",223
"6984",224
"6985",225
"6986",211
"6987",187
"6988",201
"6989",206
"6990",192
"6991",205
"6992",204
"6993",198
"6994",210
"6995",196
"6996",206
"6997",200
"6998",186
"6999",194
"7000",201
"7001",191
"7002",198
"7003",201
"7004",203
"7005",179
"7006",197
"7007",183
"7008",210
"7009",203
"7010",192
"7011",177
"7012",180
"7013",236
"7014",183
"7015",213
"7016",210
"7017",206
"7018",215
"7019",199
"7020",210
"7021",213
"7022",204
"7023",218
"7024",238
"7025",189
"7026",204
"7027",206
"7028",193
"7029",184
"7030",221
"7031",196
"7032",202
"7033",202
"7034",203
"7035",198
"7036",209
"7037",197
"7038",206
"7039",188
"7040",179
"7041",216
"7042",202
"7043",187
"7044",194
"7045",204
"7046",200
"7047",197
"7048",193
"7049",204
"7050",197
"7051",213
"7052",212
"7053",205
"7054",212
"7055",192
"7056",185
"7057",191
"7058",209
"7059",182
"7060",178
"7061",213
"7062",185
"7063",201
"7064",183
"7065",194
"7066",217
"7067",225
"7068",217
"7069",187
"7070",184
"7071",184
"7072",208
"7073",211
"7074",225
"7075",191
"7076",207
"7077",195
"7078",193
"7079",185
"7080",182
"7081",215
"7082",214
"7083",186
"7084",221
"7085",195
"7086",193
"7087",204
"7088",205
"7089",192
"7090",227
"7091",186
"7092",220
"7093",193
"7094",186
"7095",207
"7096",188
"7097",227
"7098",195
"7099",204
"7100",186
"7101",183
"7102",195
"7103",221
"7104",206
"7105",201
"7106",191
"7107",200
"7108",191
"7109",191
"7110",200
"7111",198
"7112",190
"7113",202
"7114",215
"7115",198
"7116",219
"7117",198
"7118",225
"7119",203
"7120",189
"7121",203
"7122",180
"7123",178
"7124",204
"7125",207
"7126",215
"7127",181
"7128",188
"7129",174
"7130",199
"7131",212
"7132",203
"7133",199
"7134",236
"7135",219
"7136",225
"7137",210
"7138",196
"7139",228
"7140",243
"7141",217
"7142",192
"7143",180
"7144",192
"7145",199
"7146",211
"7147",182
"7148",218
"7149",200
"7150",195
"7151",236
"7152",202
"7153",212
"7154",208
"7155",204
"7156",184
"7157",208
"7158",210
"7159",224
"7160",221
"7161",211
